Estación : PUENTE SALINAS AMOJAO
Departamento :,AMAZONAS,Provincia :,BAGUA,Distrito :,ARAMANGO
Latitud :,5°27'3.46'',Longitud :,78°29'21.84'',Altitud :,381 msnm.
Tipo :,EHA - Hidrológica,Código :,472B55E0
2025/07/12,09:00,5.56,0.0
2025/07/12,10:00,5.52,0.0
2025/07/12,11:00,5.54,0.0
2025/07/12,12:00,5.55,0.0
2025/07/12,13:00,5.54,0.0
2025/07/12,14:00,5.51,0.0
2025/07/12,15:00,5.50,0.0
2025/07/12,16:00,5.47,0.1
2025/07/12,17:00,5.48,0.0
2025/07/12,18:00,5.48,0.0
2025/07/12,19:00,5.47,0.0
2025/07/12,20:00,5.51,0.0
2025/07/12,21:00,5.47,0.0
2025/07/12,22:00,5.48,0.0
2025/07/12,23:00,5.48,0.0
2025/07/13,00:00,5.49,0.0
2025/07/13,01:00,5.47,0.0
2025/07/13,02:00,5.46,0.0
2025/07/13,03:00,5.50,0.0
2025/07/13,
